#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|value
#T_SP=webanno.custom.Sentiment|Polarity
#T_CH=webanno.custom.CorefLink|referenceRelation|referenceType


#Text=Ljubljana - Predsednik vlade Borut Pahor je za danes popoldne sklical sestanek s predstavniki gradbenega sektorja . Na njem bodo predstavili aktualno problematiko in si izmenjali mnenja o možnih ukrepih na tem področju , so sporočili iz kabineta predsednika vlade . Na sestanek so povabljeni nekdanji minister za gospodarstvo Matej Lahovnik , minister za okolje in prostor Roko Žarnić , minister za finance Franc Križanič , minister za razvoj in evropske zadeve Mitja Gaspar in minister za promet Patrick Vlačič , so še pojasnili v kabinetu predsednika vlade . S strani bančnikov so na sestanek med drugim vabljeni predsednik uprave NLB Božo Jašovič , prvi mož NKBM Matjaž Kovačič in predsednik uprave SID banke Sibil Svilan . S strani gradbincev so na sestanek povabljeni prvi mož SCT Ivan Zidar , predsednica uprave Vegrada Hilda Tovšak , direktor družbe Primorje Holding Dušan Černigoj . Udeležili pa naj bi se ga tudi predsednik zbornice za gradbeništvo in industrijo gradbenega materiala pri Gospodarski zbornici Slovenije Branko Selak , podpredsednik sekcije gradbincev pri Obrtno - podjetniški zbornici Slovenije Franc Bukovec , predsednik Združenja izvajalcev zaključnih del v gradbeništvu Mirko Požar in drugi . Nekdanji minister za gospodarstvo Matej Lahovnik je prejšnji teden napovedal , da bodo na sestanku spregovorili tudi o vlogi bank in položaju zaposlenih v gradbeništvu ter poskušali razjasniti , kaj je domača naloga vsakega posameznega akterja . Premier Pahor je v začetku meseca poudaril , da želi na srečanju preveriti , ali morda vendarle obstajajo možne pomoči gradbenemu sektorju , ne da bi s tem ogrozili tržno regulacijo tega sektorja . Kot je izpostavil , je gradbeništvo v letih 2007 in 2008 pregrevalo gospodarsko rast , zdaj pa zamrzuje gospodarsko okrevanje
1-1	0-9	Ljubljana	LOC	3 - Nevtralno	*->1-1	*[1]	
1-47	301-309	minister	_	_	*->3-1	*[3]	
1-48	310-312	za	_	_	*->3-1	*[3]	
1-49	313-325	gospodarstvo	_	_	*->3-1	*[3]	
1-50	326-331	Matej	PER[2]	_	*->3-1	*[3]	
1-51	332-340	Lahovnik	PER[2]	_	*->3-1	*[3]	
1-52	341-342	,	_	_	_	_	
1-53	343-351	minister	_	3 - Nevtralno[24]	*->4-1	*[4]	
1-54	352-354	za	_	3 - Nevtralno[24]	*->4-1	*[4]	
1-55	355-361	okolje	_	3 - Nevtralno[24]	*->4-1	*[4]	
1-56	362-364	in	_	3 - Nevtralno[24]	*->4-1	*[4]	
1-57	365-372	prostor	_	3 - Nevtralno[24]	*->4-1	*[4]	
1-58	373-377	Roko	PER[3]	3 - Nevtralno[24]	*->4-1	*[4]	
1-59	378-384	Žarnić	PER[3]	3 - Nevtralno[24]	*->4-1	*[4]	
1-60	385-386	,	_	_	_	_	
1-61	387-395	minister	_	3 - Nevtralno[25]	*->5-1	*[5]	
1-62	396-398	za	_	3 - Nevtralno[25]	*->5-1	*[5]	
1-63	399-406	finance	_	3 - Nevtralno[25]	*->5-1	*[5]	
1-64	407-412	Franc	PER[4]	3 - Nevtralno[25]	*->5-1	*[5]	
1-65	413-421	Križanič	PER[4]	3 - Nevtralno[25]	*->5-1	*[5]	
1-66	422-423	,	_	_	_	_	
1-67	424-432	minister	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-68	433-435	za	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-69	436-442	razvoj	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-70	443-445	in	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-71	446-454	evropske	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-72	455-461	zadeve	_	3 - Nevtralno[26]	*->6-1	*[6]	
1-73	462-467	Mitja	PER[5]	3 - Nevtralno[26]	*->6-1	*[6]	
1-74	468-474	Gaspar	PER[5]	3 - Nevtralno[26]	*->6-1	*[6]	
1-75	475-477	in	_	_	_	_	
1-76	478-486	minister	_	3 - Nevtralno[27]	*->7-1	*[7]	
1-77	487-489	za	_	3 - Nevtralno[27]	*->7-1	*[7]	
1-78	490-496	promet	_	3 - Nevtralno[27]	*->7-1	*[7]	
1-79	497-504	Patrick	PER[6]	3 - Nevtralno[27]	*->7-1	*[7]	
1-80	505-511	Vlačič	PER[6]	3 - Nevtralno[27]	*->7-1	*[7]	
1-81	512-513	,	_	_	_	_	
1-82	514-516	so	_	_	_	_	
1-83	517-519	še	_	_	_	_	
1-84	520-529	pojasnili	_	_	_	_	
1-85	530-531	v	_	_	_	_	
1-86	532-540	kabinetu	_	_	_	_	
1-87	541-552	predsednika	_	_	*->2-3	*[2]	
1-88	553-558	vlade	_	_	*->2-3	*[2]	
1-89	559-560	.	_	_	_	_	
1-90	561-562	S	_	_	_	_	
1-91	563-569	strani	_	_	_	_	
1-92	570-579	bančnikov	_	_	_	_	
1-93	580-582	so	_	_	_	_	
1-94	583-585	na	_	_	_	_	
1-95	586-594	sestanek	_	_	_	_	
1-96	595-598	med	_	_	_	_	
1-97	599-605	drugim	_	_	_	_	
1-98	606-614	vabljeni	_	_	_	_	
1-99	615-625	predsednik	_	3 - Nevtralno[28]	*->8-1	*[8]	
1-100	626-632	uprave	_	3 - Nevtralno[28]	*->8-1	*[8]	
1-101	633-636	NLB	ORG	3 - Nevtralno[28]|3 - Nevtralno[29]	*->8-1|*->9-1	*[8]|*[9]	
1-102	637-641	Božo	PER[7]	3 - Nevtralno[28]	*->8-1	*[8]	
1-103	642-649	Jašovič	PER[7]	3 - Nevtralno[28]	*->8-1	*[8]	
1-104	650-651	,	_	_	_	_	
1-105	652-656	prvi	_	3 - Nevtralno[30]	*->10-1	*[10]	
1-106	657-660	mož	_	3 - Nevtralno[30]	*->10-1	*[10]	
1-107	661-665	NKBM	ORG	3 - Nevtralno[30]|3 - Nevtralno[31]	*->10-1|*->11-1	*[10]|*[11]	
1-108	666-672	Matjaž	PER[8]	3 - Nevtralno[30]	*->10-1	*[10]	
1-109	673-680	Kovačič	PER[8]	3 - Nevtralno[30]	*->10-1	*[10]	
1-110	681-683	in	_	_	_	_	
1-111	684-694	predsednik	_	3 - Nevtralno[32]	*->12-1	*[12]	
1-112	695-701	uprave	_	3 - Nevtralno[32]	*->12-1	*[12]	
1-113	702-705	SID	ORG[9]	3 - Nevtralno[32]|3 - Nevtralno[33]	*->12-1|*->13-1	*[12]|*[13]	
1-114	706-711	banke	ORG[9]	3 - Nevtralno[32]|3 - Nevtralno[33]	*->12-1|*->13-1	*[12]|*[13]	
1-115	712-717	Sibil	PER[10]	3 - Nevtralno[32]	*->12-1	*[12]	
1-116	718-724	Svilan	PER[10]	3 - Nevtralno[32]	*->12-1	*[12]	
1-117	725-726	.	_	_	_	_	
1-118	727-728	S	_	_	_	_	
1-119	729-735	strani	_	_	_	_	
1-120	736-746	gradbincev	_	_	_	_	
1-121	747-749	so	_	_	_	_	
1-122	750-752	na	_	_	_	_	
1-123	753-761	sestanek	_	_	_	_	
1-124	762-772	povabljeni	_	_	_	_	
1-125	773-777	prvi	_	3 - Nevtralno[34]	*->14-1	*[14]	
1-126	778-781	mož	_	3 - Nevtralno[34]	*->14-1	*[14]	
1-127	782-785	SCT	LOC	3 - Nevtralno[34]|3 - Nevtralno[35]	*->14-1|*->15-1	*[14]|*[15]	
1-128	786-790	Ivan	PER[11]	3 - Nevtralno[34]	*->14-1	*[14]	
1-129	791-796	Zidar	PER[11]	3 - Nevtralno[34]	*->14-1	*[14]	
1-130	797-798	,	_	_	_	_	
1-131	799-810	predsednica	_	3 - Nevtralno[36]	*->16-1	*[16]	
1-132	811-817	uprave	_	3 - Nevtralno[36]	*->16-1	*[16]	
1-133	818-825	Vegrada	ORG	3 - Nevtralno[36]|3 - Nevtralno[37]	*->16-1|*->17-1	*[16]|*[17]	
1-134	826-831	Hilda	PER[12]	3 - Nevtralno[36]	*->16-1	*[16]	
1-135	832-838	Tovšak	PER[12]	3 - Nevtralno[36]	*->16-1	*[16]	
1-136	839-840	,	_	_	_	_	
1-137	841-849	direktor	_	3 - Nevtralno[38]	*->18-1	*[18]	
1-138	850-856	družbe	_	3 - Nevtralno[38]	*->18-1	*[18]	
1-139	857-865	Primorje	ORG[13]	3 - Nevtralno[38]|3 - Nevtralno[39]	*->18-1|*->19-1	*[18]|*[19]	
1-140	866-873	Holding	ORG[13]	3 - Nevtralno[38]|3 - Nevtralno[39]	*->18-1|*->19-1	*[18]|*[19]	
1-141	874-879	Dušan	PER[14]	3 - Nevtralno[38]	*->18-1	*[18]	
1-142	880-888	Černigoj	PER[14]	3 - Nevtralno[38]	*->18-1	*[18]	
1-143	889-890	.	_	_	_	_	
1-144	891-900	Udeležili	_	_	_	_	
1-145	901-903	pa	_	_	_	_	
1-146	904-907	naj	_	_	_	_	
1-147	908-910	bi	_	_	_	_	
1-148	911-913	se	_	_	_	_	
1-149	914-916	ga	_	_	_	_	
1-150	917-921	tudi	_	_	_	_	
1-151	922-932	predsednik	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-152	933-941	zbornice	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-153	942-944	za	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-154	945-957	gradbeništvo	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-155	958-960	in	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-156	961-971	industrijo	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-157	972-982	gradbenega	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-158	983-992	materiala	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-159	993-996	pri	_	3 - Nevtralno[40]	*->20-1	*[20]	
1-160	997-1008	Gospodarski	ORG[15]	3 - Nevtralno[40]|3 - Nevtralno[41]	*->20-1|*->21-1	*[20]|*[21]	
1-161	1009-1017	zbornici	ORG[15]	3 - Nevtralno[40]|3 - Nevtralno[41]	*->20-1|*->21-1	*[20]|*[21]	
1-162	1018-1027	Slovenije	ORG[15]|LOC[16]	3 - Nevtralno[40]|3 - Nevtralno[41]	*->20-1|*->21-1|*->22-1	*[20]|*[21]|*[22]	
1-163	1028-1034	Branko	PER[17]	3 - Nevtralno[40]	*->20-1	*[20]	
1-164	1035-1040	Selak	PER[17]	3 - Nevtralno[40]	*->20-1	*[20]	
1-165	1041-1042	,	_	_	_	_	
1-166	1043-1056	podpredsednik	_	3 - Nevtralno[42]	*->23-1	*[23]	
1-167	1057-1064	sekcije	_	3 - Nevtralno[42]	*->23-1	*[23]	
1-168	1065-1075	gradbincev	_	3 - Nevtralno[42]	*->23-1	*[23]	
1-169	1076-1079	pri	_	3 - Nevtralno[42]	*->23-1	*[23]	
1-170	1080-1086	Obrtno	ORG[18]	3 - Nevtralno[42]|3 - Nevtralno[43]	*->23-1|*->24-1	*[23]|*[24]	
1-171	1087-1088	-	ORG[18]	3 - Nevtralno[42]|3 - Nevtralno[43]	*->23-1|*->24-1	*[23]|*[24]	
1-172	1089-1100	podjetniški	ORG[18]	3 - Nevtralno[42]|3 - Nevtralno[43]	*->23-1|*->24-1	*[23]|*[24]	
1-173	1101-1109	zbornici	ORG[18]	3 - Nevtralno[42]|3 - Nevtralno[43]	*->23-1|*->24-1	*[23]|*[24]	
1-174	1110-1119	Slovenije	ORG[18]|LOC[19]	3 - Nevtralno[42]|3 - Nevtralno[43]|3 - Nevtralno[44]	*->23-1|*->24-1|*->22-2	*[23]|*[24]|*[22]	
1-175	1120-1125	Franc	PER[20]	3 - Nevtralno[42]	*->23-1	*[23]	
1-176	1126-1133	Bukovec	PER[20]	3 - Nevtralno[42]	*->23-1	*[23]	
1-177	1134-1135	,	_	_	_	_	
1-178	1136-1146	predsednik	_	3 - Nevtralno[45]	*->25-1	*[25]	
1-179	1147-1156	Združenja	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-180	1157-1167	izvajalcev	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-181	1168-1178	zaključnih	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-182	1179-1182	del	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-183	1183-1184	v	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-184	1185-1197	gradbeništvu	ORG[21]	3 - Nevtralno[45]|3 - Nevtralno[46]	*->25-1|*->26-1	*[25]|*[26]	
1-185	1198-1203	Mirko	PER[22]	3 - Nevtralno[45]	*->25-1	*[25]	
1-186	1204-1209	Požar	PER[22]	3 - Nevtralno[45]	*->25-1	*[25]	
1-187	1210-1212	in	_	_	_	_	
1-188	1213-1218	drugi	_	_	_	_	
1-189	1219-1220	.	_	_	_	_	
1-190	1221-1229	Nekdanji	_	3 - Nevtralno[47]	*->3-2	*[3]	
1-191	1230-1238	minister	_	3 - Nevtralno[47]	*->3-2	*[3]	
1-192	1239-1241	za	_	3 - Nevtralno[47]	*->3-2	*[3]	
1-193	1242-1254	gospodarstvo	_	3 - Nevtralno[47]	*->3-2	*[3]	
1-194	1255-1260	Matej	PER[23]	3 - Nevtralno[47]	*->3-2	*[3]	
1-195	1261-1269	Lahovnik	PER[23]	3 - Nevtralno[47]	*->3-2	*[3]	
1-196	1270-1272	je	_	_	_	_	
1-197	1273-1281	prejšnji	_	_	_	_	
1-198	1282-1287	teden	_	_	_	_	
1-199	1288-1297	napovedal	_	_	_	_	
1-200	1298-1299	,	_	_	_	_	
1-201	1300-1302	da	_	_	_	_	
1-202	1303-1307	bodo	_	_	_	_	
1-203	1308-1310	na	_	_	_	_	
1-204	1311-1319	sestanku	_	_	_	_	
1-205	1320-1332	spregovorili	_	_	_	_	
1-206	1333-1337	tudi	_	_	_	_	
1-207	1338-1339	o	_	_	_	_	
1-208	1340-1345	vlogi	_	_	_	_	
1-209	1346-1350	bank	_	_	_	_	
1-210	1351-1353	in	_	_	_	_	
1-211	1354-1362	položaju	_	_	_	_	
1-212	1363-1373	zaposlenih	_	_	_	_	
1-213	1374-1375	v	_	_	_	_	
1-214	1376-1388	gradbeništvu	_	_	_	_	
1-215	1389-1392	ter	_	_	_	_	
1-216	1393-1402	poskušali	_	_	_	_	
1-217	1403-1413	razjasniti	_	_	_	_	
1-218	1414-1415	,	_	_	_	_	
1-219	1416-1419	kaj	_	_	_	_	
1-220	1420-1422	je	_	_	_	_	
1-221	1423-1429	domača	_	_	_	_	
1-222	1430-1436	naloga	_	_	_	_	
1-223	1437-1444	vsakega	_	_	_	_	
1-224	1445-1456	posameznega	_	_	_	_	
1-225	1457-1464	akterja	_	_	_	_	
1-226	1465-1466	.	_	_	_	_	
1-227	1467-1474	Premier	_	_	*->2-4	*[2]	
1-228	1475-1480	Pahor	PER	_	*->2-4	*[2]	
1-229	1481-1483	je	_	_	_	_	
1-230	1484-1485	v	_	_	_	_	
1-231	1486-1493	začetku	_	_	_	_	
1-232	1494-1500	meseca	_	_	_	_	
1-233	1501-1509	poudaril	_	_	_	_	
1-234	1510-1511	,	_	_	_	_	
1-235	1512-1514	da	_	_	_	_	
1-236	1515-1519	želi	_	_	*->2-5	*[2]	
1-237	1520-1522	na	_	_	_	_	
1-238	1523-1531	srečanju	_	_	_	_	
1-239	1532-1541	preveriti	_	_	_	_	
1-240	1542-1543	,	_	_	_	_	
1-241	1544-1547	ali	_	_	_	_	
1-242	1548-1553	morda	_	_	_	_	
1-243	1554-1562	vendarle	_	_	_	_	
1-244	1563-1572	obstajajo	_	_	_	_	
1-245	1573-1578	možne	_	_	_	_	
1-246	1579-1585	pomoči	_	_	_	_	
1-247	1586-1596	gradbenemu	_	_	_	_	
1-248	1597-1605	sektorju	_	_	_	_	
1-249	1606-1607	,	_	_	_	_	
1-250	1608-1610	ne	_	_	_	_	
1-251	1611-1613	da	_	_	_	_	
1-252	1614-1616	bi	_	_	_	_	
1-253	1617-1618	s	_	_	_	_	
1-254	1619-1622	tem	_	_	_	_	
1-255	1623-1631	ogrozili	_	_	_	_	
1-256	1632-1637	tržno	_	_	_	_	
1-257	1638-1648	regulacijo	_	_	_	_	
1-258	1649-1653	tega	_	_	_	_	
1-259	1654-1662	sektorja	_	_	_	_	
1-260	1663-1664	.	_	_	_	_	
1-261	1665-1668	Kot	_	_	_	_	
1-262	1669-1671	je	_	3 - Nevtralno[48]	*->2-6	*[2]	
1-263	1672-1682	izpostavil	_	3 - Nevtralno[48]	*->2-6	*[2]	
1-264	1683-1684	,	_	_	_	_	
1-265	1685-1687	je	_	_	_	_	
1-266	1688-1700	gradbeništvo	_	_	_	_	
1-267	1701-1702	v	_	_	_	_	
1-268	1703-1708	letih	_	_	_	_	
1-269	1709-1713	2007	_	_	_	_	
1-270	1714-1716	in	_	_	_	_	
1-271	1717-1721	2008	_	_	_	_	
1-272	1722-1732	pregrevalo	_	_	_	_	
1-273	1733-1744	gospodarsko	_	_	_	_	
1-274	1745-1749	rast	_	_	_	_	
1-275	1750-1751	,	_	_	_	_	
1-276	1752-1756	zdaj	_	_	_	_	
1-277	1757-1759	pa	_	_	_	_	
1-278	1760-1768	zamrzuje	_	_	_	_	
1-279	1769-1780	gospodarsko	_	_	_	_	
1-280	1781-1790	okrevanje	_	_	_	_	
